model,model_label,features,feature_seconds,fit_seconds,training_seconds,val_exact_match,val_jaccard_samples,val_precision_micro,val_recall_micro,val_f1_micro,val_f1_macro,val_pr_auc_macro,val_damage_precision_micro,val_damage_recall_micro,val_damage_f1_micro,val_damage_f1_macro,val_damage_pr_auc_macro,val_n,val_inference_seconds,val_milliseconds_per_1000,test_exact_match,test_jaccard_samples,test_precision_micro,test_recall_micro,test_f1_micro,test_f1_macro,test_pr_auc_macro,test_damage_precision_micro,test_damage_recall_micro,test_damage_f1_micro,test_damage_f1_macro,test_damage_pr_auc_macro,test_n,test_inference_seconds,test_milliseconds_per_1000
linear_svm_word_char,SVM lineal palabra+carácter,50000,21.635868699995626,35.68181539999932,57.31768409999495,0.9176149722561836,0.9206166337502745,0.9153867634738899,0.9139405204460966,0.9146630702692647,0.36224502392621033,0.3161844441368788,0.23186528497409326,0.27666151468315303,0.2522903453136011,0.2424016566740097,0.18153892515469944,10633,4.254338999999163,400.10711934535533,0.922568736034198,0.9256128760646393,0.9231659115010122,0.9177688326624497,0.9204594607583986,0.3899386991517387,0.3580835902800093,0.2645739910313901,0.27874015748031494,0.2714723926380368,0.2751560959579362,0.23165028152668737,10293,4.22155550000025,410.13849217917516
logistic_regression,Regresión logística,50000,6.856497199994919,2.468391199996404,9.324888399991323,0.9155459418790558,0.9186729991535785,0.9059963099630997,0.9127323420074349,0.9093518518518519,0.34811429984403097,0.2935213968061772,0.21840354767184036,0.3044822256568779,0.2543576500968367,0.22574673539510237,0.15399282023922217,10633,0.9332786000013584,87.77189880573296,0.925191877975323,0.9284643285080476,0.9185213487439106,0.9216024535173472,0.9200593216284744,0.3825491255541134,0.34038465732185164,0.25862068965517243,0.30708661417322836,0.28077753779697623,0.265946313583866,0.21007053076622118,10293,0.9314680000024964,90.49528806008904
hist_gradient_boosting_svd,Gradient boosting + SVD,96,8.643257700001413,1.8473454999984824,10.490603199999896,0.804100442020126,0.8087635976049407,0.7584519961561982,0.8068773234200743,0.7819156121943531,0.23895069910227287,0.2099170236288254,0.0713224368499257,0.29675425038639874,0.11500449236298294,0.10675355887184765,0.05502177602548826,10633,0.9532328999994206,89.64853757165622,0.8320217623627708,0.8365944493021146,0.7964439556410962,0.8328541307264712,0.8142422112907004,0.24258862327000108,0.22277167961590316,0.08607126330402591,0.2929133858267717,0.13304721030042918,0.10772179889170845,0.06988133275973868,10293,0.9259692999985418,89.96107063038393
complement_nb,Complement NB,49309,2.6783833999943454,0.07917060000181664,2.757553999996162,0.901909150757077,0.9037195523370638,0.8372678354452352,0.8965613382899629,0.8659007270442509,0.21541913669726612,0.1941906793281357,0.059322033898305086,0.14064914992272023,0.083447959651536,0.06834327048913463,0.035703157413861604,10633,0.5906703000000562,55.55067243487785,0.9071213446031283,0.9081819359435215,0.852387448840382,0.8982173663024727,0.874702505949881,0.20041830686056883,0.19112372273071956,0.04596774193548387,0.08976377952755905,0.0608,0.04995271999702745,0.03224867045490291,10293,0.5899728000003961,57.3178665112597
dummy_prior,Dummy (prior),1,0.0010200999968219548,0.00420999999914784,0.005230099995969795,0.9510956456315245,0.9510956456315245,0.9510956456315245,0.9398698884758364,0.9454494460804936,0.16248915453581414,0.16865732468102448,0.0,0.0,0.0,0.0,0.01216966049092448,10633,0.0011172999948030338,0.10507852861873732,0.9520062178179345,0.9520062178179345,0.9520062178179345,0.939141268928503,0.9455299850436628,0.16256884995686507,0.16894977168949774,0.0,0.0,0.0,0.0,0.012338482463810356,10293,0.0016872999985935166,0.16392694050262477
