cabeza,exact_match,jaccard_samples,precision_micro,recall_micro,f1_micro,f1_macro,pr_auc_macro,n
categorias,0.8902201740911418,0.8948096944871139,0.887046527987137,0.879008165704043,0.883009053168609,0.25319239753672407,0.2341472502138717,9765
flags_transversales,0.9565796210957501,0.958115719406042,0.29337539432176657,0.26420454545454547,0.27802690582959644,0.17493199738319043,0.13808038090880909,9765
