mode,fit_seconds,positive_weights,thresholds,exact_match,jaccard_samples,precision_micro,recall_micro,f1_micro,f1_macro,pr_auc_macro,damage_precision_micro,damage_recall_micro,damage_f1_micro,damage_f1_macro,damage_pr_auc_macro,n,any_damage_prevalence,any_damage_prediction_rate,any_damage_precision,any_damage_recall,any_damage_f1,missed_damage_as_safe
sqrt_positive_weight,5.083321399986744,"[4.210352420806885, 4.088950157165527, 3.410979747772217, 7.096014976501465, 3.7833452224731445]","[0.5499999999999999, 0.49999999999999994, 0.525, 0.775, 0.6]",0.7021036814425244,0.7289631855747558,0.7019621109607578,0.7248908296943232,0.7132422445647504,0.49049854904537676,0.4730529667775931,0.3435374149659864,0.47802569303583503,0.3997738196211479,0.4185735674964275,0.3799961549592779,5324,0.2024793388429752,0.2761081893313298,0.45374149659863944,0.6187384044526901,0.5235478806907379,411
plain_bce,3.8408047999837436,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.175, 0.22499999999999998, 0.2, 0.27499999999999997, 0.25]",0.6666040570999249,0.6949818432256448,0.666555239846231,0.6965938864628821,0.6812435941236761,0.4832154677238123,0.4683381985389326,0.3179950698438784,0.5233265720081136,0.3956043956043956,0.41493232650269923,0.3745196165427287,5324,0.2024793388429752,0.3333959429000751,0.41859154929577463,0.6892393320964749,0.5208552400981423,335
