epoch,training_loss,epoch_seconds,thresholds,exact_match,jaccard_samples,precision_micro,recall_micro,f1_micro,f1_macro,pr_auc_macro,damage_precision_micro,damage_recall_micro,damage_f1_micro,damage_f1_macro,damage_pr_auc_macro,n,any_damage_prevalence,any_damage_prediction_rate,any_damage_precision,any_damage_recall,any_damage_f1,missed_damage_as_safe
1,0.5945161033718409,2803.3874963999842,"[0.42499999999999993, 0.37499999999999994, 0.475, 0.725, 0.525]",0.7518782870022539,0.7795204107187577,0.7620279358510088,0.771877729257642,0.7669212079139188,0.5491111722839651,0.5410900019634747,0.425664217071792,0.5091277890466531,0.46366995073891626,0.48174635985820624,0.45923133623709467,5324,0.2024793388429752,0.2430503380916604,0.5517774343122102,0.6623376623376623,0.6020236087689713,364
2,0.4400804271319536,2548.8578861000133,"[0.49999999999999994, 0.42499999999999993, 0.37499999999999994, 0.675, 0.775]",0.7830578512396694,0.805957300275482,0.7951765117091926,0.7947598253275109,0.79496811391631,0.5857422398603988,0.5783000368029524,0.49301143583227447,0.5246788370520622,0.5083524402227317,0.5230479430147515,0.5023510562703355,5324,0.2024793388429752,0.22088655146506386,0.5986394557823129,0.6530612244897959,0.6246672582076309,374
3,0.34587283813865566,2616.794994600001,"[0.475, 0.39999999999999997, 0.35, 0.775, 0.49999999999999994]",0.7864387678437266,0.8111225895316804,0.7937823834196891,0.8027947598253276,0.7982631350412506,0.5887804009179557,0.5779795074907971,0.49297495418448384,0.5456389452332657,0.517971758664955,0.52608642752374,0.5017469988237819,5324,0.2024793388429752,0.2199474079639369,0.609735269000854,0.6623376623376623,0.634948866162739,364
