experiment_id,model,model_label,train_rows,features,feature_seconds,fit_seconds,training_seconds,text_column,flash_pseudo_weight,model_parameters,configuration_origin,validation_exact_match,validation_jaccard_samples,validation_precision_micro,validation_recall_micro,validation_f1_micro,validation_f1_macro,validation_pr_auc_macro,validation_damage_precision_micro,validation_damage_recall_micro,validation_damage_f1_micro,validation_damage_f1_macro,validation_damage_pr_auc_macro,validation_n,validation_inference_seconds,validation_milliseconds_per_1000,sample_weights_supported,fasttext_cli,fasttext_cli_sha256
linear_svm_word_char,linear_svm_word_char,SVM lineal palabra+carácter,24701,50000,15.69496209998033,23.396164600009797,39.09112669999013,text,0.5,{'C': 1.0},Hiperparámetros fijados antes de esta ejecución,0.732344102178813,0.759751440020035,0.7442261289210617,0.754235807860262,0.7491975362193112,0.5376336775782978,0.5257513405976043,0.4060860440713536,0.5233265720081136,0.4573116691285081,0.4710508577021618,0.4413504298221561,5324,2.8593222000054084,537.0627723526312,,,
logistic_regression,logistic_regression,Regresión logística,24701,50000,5.263294300006237,1.6338329999998678,6.897127300006105,text,0.5,{'C': 1.0},Hiperparámetros fijados antes de esta ejecución,0.7402329075882795,0.7682632106185825,0.7459856508370345,0.7627947598253275,0.754296571379221,0.5318655022637133,0.507687827895043,0.4042207792207792,0.5050709939148073,0.44905320108205593,0.4627659900165044,0.41952016500090245,5324,0.6606236000079662,124.08407212771716,,,
fasttext_supervised_ova,fasttext_supervised_ova,fastText supervisado OVA (sesión 4),24701,50,0.0,4.878405099996598,4.878405099996598,text,,"{'lr': 0.5, 'epoch': 25, 'wordNgrams': 2, 'bucket': 200000, 'dim': 50, 'loss': 'ova'}",PLN_clases sesión 4 + receta multietiqueta OVA oficial de fastText,0.7702854996243426,0.788689581768094,0.7707857268412727,0.765938864628821,0.7683546521815314,0.46275769845509734,0.4355432152012213,0.4140495867768595,0.33874239350912777,0.3726292301970993,0.3772462008968332,0.33751727497151596,5324,0.21573440000065602,40.521111946028554,False,modelos\moderador_transformer_grueso\tools\fasttext.exe,9912060209b379032966f72f3a984a9c3edd0b41dd0ce782a19a30d4514efda5
complement_nb,complement_nb,Complement NB,24701,33353,1.7901564000057988,0.057387600012589246,1.847544000018388,text,0.5,{'alpha': 0.5},Hiperparámetros fijados antes de esta ejecución,0.6778737791134485,0.7012271475081392,0.6216386224249095,0.6904803493449782,0.6542535584243628,0.3493531815182776,0.3233607941094335,0.21994009413778348,0.3475321162947938,0.2693920335429769,0.2528474269172404,0.20187300829750163,5324,0.3778507999959402,70.97122464236291,,,
hist_gradient_boosting_svd,hist_gradient_boosting_svd,Gradient boosting + SVD,24701,96,7.191338699980406,2.1272788000060245,9.31861749998643,text,0.5,{},Hiperparámetros fijados antes de esta ejecución,0.5895942900075132,0.6206423741547709,0.5577130528586839,0.6321397379912663,0.5925986572785328,0.3675260638884101,0.31648895977371794,0.20873939012889028,0.4489519945909398,0.2849785407725322,0.28455788508547253,0.1958970460593622,5324,0.6911231999984011,129.812772351315,,,
dummy_prior,dummy_prior,Dummy (prior),24701,1,0.000983200006885454,0.004553700011456385,0.005536900018341839,text,0.5,{},Hiperparámetros fijados antes de esta ejecución,0.00018782870022539445,0.06409654395191586,0.06494177310293013,0.24157205240174673,0.1023648273565005,0.08111558849495086,0.1792198847983972,0.06494177310293013,0.9350912778904665,0.1214489571899012,0.09733870619394103,0.055559729526671674,5324,0.0006995000003371388,0.13138617587098775,,,
