epoch,training_loss,epoch_seconds,thresholds,exact_match,jaccard_samples,precision_micro,recall_micro,f1_micro,f1_macro,pr_auc_macro,damage_precision_micro,damage_recall_micro,damage_f1_micro,damage_f1_macro,damage_pr_auc_macro,n,any_damage_prevalence,any_damage_prediction_rate,any_damage_precision,any_damage_recall,any_damage_f1,missed_damage_as_safe
1,0.6261076594908649,2183.533570600004,"[0.27499999999999997, 0.3, 0.35, 0.475, 0.625]",0.7520661157024794,0.7843100425745053,0.7601156069364162,0.7809606986899563,0.770397174119066,0.5292027905357922,0.5159391807616998,0.4184873949579832,0.5050709939148073,0.4577205882352941,0.4564984607129494,0.4298670494770869,5324,0.2024793388429752,0.23046581517655898,0.5745721271393643,0.6539888682745826,0.6117136659436009,373
2,0.4753848930794355,2415.163873600017,"[0.525, 0.475, 0.49999999999999994, 0.5499999999999999, 0.75]",0.7916979714500376,0.8171331079388929,0.8000693000693001,0.8066375545851528,0.8033400017395842,0.5763162493928866,0.5664108569946983,0.49700598802395207,0.5050709939148073,0.5010060362173038,0.5097356942215521,0.48763328585024934,5324,0.2024793388429752,0.19815927873779113,0.6445497630331753,0.6307977736549165,0.6375996249413971,398
3,0.40454952040740216,2827.2987348999886,"[0.42499999999999993, 0.5499999999999999, 0.39999999999999997, 0.475, 0.7]",0.7977084898572502,0.8226114450288003,0.8088184036249564,0.8106550218340611,0.8097356712902382,0.5896123621304195,0.5841110545133671,0.5150905432595574,0.5192697768762677,0.5171717171717172,0.5251257918154224,0.5081544038962061,5324,0.2024793388429752,0.20229151014274982,0.6536675951717734,0.6530612244897959,0.6533642691415313,374
