mode,fit_seconds,positive_weights,thresholds,exact_match,jaccard_samples,precision_micro,recall_micro,f1_micro,f1_macro,pr_auc_macro,damage_precision_micro,damage_recall_micro,damage_f1_micro,damage_f1_macro,damage_pr_auc_macro,n,any_damage_prevalence,any_damage_prediction_rate,any_damage_precision,any_damage_recall,any_damage_f1,missed_damage_as_safe
sqrt_positive_weight,3.7131203999742866,"[4.210352420806885, 4.088950157165527, 3.410979747772217, 7.096014976501465, 3.7833452224731445]","[0.525, 0.525, 0.49999999999999994, 0.75, 0.5499999999999999]",0.7246431254695718,0.7523165539694465,0.7311882873680626,0.7502183406113537,0.7405810845762566,0.521868444549378,0.5110147736231435,0.39192641798671435,0.5185936443542934,0.44644935972060534,0.4533645149366515,0.4238593017861475,5324,0.2024793388429752,0.26427498121713,0.4896943852167733,0.6391465677179963,0.5545271629778672,389
plain_bce,2.9179023999895435,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.2, 0.22499999999999998, 0.2, 0.175, 0.25]",0.709992486851991,0.7374154770848985,0.7184084699453552,0.7348471615720524,0.726534841550816,0.5122353849178231,0.5043412549682181,0.3740831295843521,0.5172413793103449,0.43416572077185017,0.4437999994463796,0.41621437165595554,5324,0.2024793388429752,0.2841848234410218,0.46860541969596825,0.6576994434137291,0.5472790428406021,369
